ANMOIS;CIE;CIE_NOM;;CIE_PAYS;CIE_PAX;CIE_FRP;CIE_PEQ
202404;ETD;ETIHAD AIRWAYS;;EMIRATS ARABES UNIS;20795;919,5;29990
202404;ETH;ETHIOPIAN AIRLINES;;ETHIOPIE;19655;784,6;27501
202404;EVA;EVA AIR;;TAIWAN;18642;822,8;26870
202404;EWG;EUROWINGS;;ALLEMAGNE;38082;0;38082
202404;EXS;JET2.COM;;ROYAUME-UNI;18945;3,5;18980
202404;EZS;EASYJET SWITZERLAND;;SUISSE;419109;7,5;419184
202404;EZY;EASYJET UK;;ROYAUME-UNI;338147;0;338147
202404;FBU;FRENCH BEE;;FRANCE;78602;883,6;87438
202404;FDX;FEDEX EXPRESS;;ETATS-UNIS;0;45188,6;451886
202404;FIN;FINNAIR;;FINLANDE;32245;75,9;33004
202404;FPO;ASL AIRLINES FRANCE;;FRANCE;24837;1047,8;35315
202404;FPY;FLY PLAY;;ISLANDE;10272;32,4;10596
202404;FWI;AIR CARAIBES;;FRANCE (OM);167976;1147,6;179452
202404;GPX;GP AVIATION LTD.;;BULGARIE;20174;0;20174
202404;GSW;CHAIR AIRLINES;;SUISSE;19695;0;19695
202404;HLF;CHINA CENTRAL AIRLINES;;CHINE;0;2032,8;20328
202404;HVN;VIETNAM AIRLINES;;VIETNAM;22947;952,6;32473
202404;IBE;IBERIA;;ESPAGNE;123574;140,6;124980
202404;ICE;ICELANDAIR;;ISLANDE;17099;31,1;17410
202404;ITY;ITALIA TRASPORTO AEREO;;ITALIE;91621;25,7;91878
202404;JAF;TUIFLY BELGIUM;;BELGIQUE;24419;0;24419
202404;JAL;JAPAN AIRLINES;;JAPON;12286;848,9;20775
202404;JBU;JETBLUE AIRWAYS CORPORAT;;ETATS-UNIS;16372;3,7;16409
202404;KAC;KUWAIT AIRWAYS;;KOWEIT;10747;422,8;14975
202404;KAL;KOREAN AIR;;COREE DU SUD;20069;1157;31639
202404;KLC;KLM/CITYHOPPER;;PAYS-BAS;42789;0;42789
202404;KLM;KLM;;PAYS-BAS;121689;28;121969
202404;KMM;KM MALTA AIRLINES;;MALTE;28934;15,3;29087
202404;KQA;KENYA AIRWAYS;;KENYA;13888;543,8;19326
202404;LBT;NOUVELAIR;;TUNISIE;104869;23,4;105103
202404;LGL;LUXAIR;;LUXEMBOURG;20385;0,1;20386
202404;LOT;LOT POLISH AIRLINES;;POLOGNE;29259;28,6;29545
202404;MAC;AIR ARABIA MAROC;;MAROC;48468;6;48528
202404;MAU;AIR MAURITIUS;;MAURICE;43599;1306,2;56661
202404;MEA;MIDDLE EAST AIRLINES;;LIBAN;13365;351,4;16879
202404;MSR;EGYPT AIR;;EGYPTE;18464;660,8;25072
202404;NBT;NORSE ATLANTIC AIRWAYS;;NORVEGE;17040;172,7;18767
202404;NOZ;NORWEGIAN AIR SHUTTLE AOC AS;;NORVEGE;25950;2,4;25974
202404;NSZ;NORWEGIAN AIR SWEDEN AOC;;SUEDE;49796;0;49796
202404;NTR;AIR MOANA;;FRANCE (OM);10338;0;10338
202404;OMA;OMAN AIR;;OMAN;7776;452;12296
202404;PGT;PEGASUS;;TURQUIE;85903;31,9;86222
202404;QTR;QATAR AIRWAYS;;QATAR;86971;7503,5;162006
202404;RAM;ROYAL AIR MAROC;;MAROC;136846;239,2;139238
202404;REU;AIR AUSTRAL;;FRANCE (OM);83203;1241,8;95621
202404;RJA;ROYAL JORDANIAN;;JORDANIE;13444;140,9;14853
202404;ROT;TAROM;;ROUMANIE;15738;25,2;15990
202404;RUK;RYANAIR UK;;ROYAUME-UNI;13390;0,5;13395
202404;RYR;RYANAIR;;IRLANDE;1514028;21,6;1514244
202404;SAS;SAS;;SUEDE;72495;41,6;72911
202404;SEH;SKY EXPRESS;;GRECE;24329;8,9;24418
202404;SIA;SINGAPORE AIRLINES;;SINGAPOUR;27086;1359,1;40677
202404;SRR;STAR AIR DANEMARK;;DANEMARK;0;4780,6;47806
202404;SVA;SAUDIA;;ARABIE SAOUDITE;31713;1223,2;43945
202404;SWR;SWISS;;SUISSE;61636;167,9;63315
202404;SWT;SWIFTAIR ESPAGNE;;ESPAGNE;2;2238;22382
202404;SXS;SUNEXPRESS;;TURQUIE;31400;0,4;31404
202404;SZN;AIR SENEGAL;;SENEGAL;14130;344,8;17578
202404;TAM;TAM/BRASIL;;BRESIL;15557;469,5;20252
202404;TAP;TAP AIR PORTUGAL;;PORTUGAL;129992;76,3;130755
202404;TAR;TUNISAIR;;TUNISIE;110226;209,8;112324
202404;THA;THAI AIRWAYS INTL;;THAILANDE;19828;774,3;27571
202404;THT;AIR TAHITI NUI;;FRANCE (OM);35631;856,8;44199
202404;THY;TURKISH AIRLINES;;TURQUIE;165255;2667,1;191926
202404;TKJ;AJET;;TURQUIE;28703;16,8;28871
202404;TPC;AIR CALEDONIE;;FRANCE (OM);33864;140,2;35266
202404;TRA;TRANSAVIA PAYS BAS;;PAYS-BAS;18040;0;18040
202404;TSC;AIR TRANSAT;;CANADA;36005;0,1;36006
202404;TVF;TRANSAVIA FRANCE;;FRANCE;1245019;1,4;1245033
202404;UAE;EMIRATES;;EMIRATS ARABES UNIS;119623;3491,3;154536
202404;UAL;UNITED AIRLINES;;ETATS-UNIS;76687;2136,8;98055
202404;UPS;UPS AIRLINES;;ETATS-UNIS;0;2465;24650
202404;VLG;VUELING AIRLINES;;ESPAGNE;580815;3,6;580851
202404;VOE;VOLOTEA;;ESPAGNE;496557;0,3;496560
202404;VTA;AIR TAHITI;;FRANCE (OM);84384;167,4;86058
202404;VTI;VISTARA;;INDE;18320;776,9;26089
202404;WIA;WINAIR (ANTILLES);;PAYS-BAS (ANTILLES);10599;0;10599
202404;WJA;WESTJET;;CANADA;11527;87,4;12401
202404;WMT;WIZZ AIR MALTA;;MALTE;155734;0;155734
202404;WZZ;WIZZ AIR;;HONGRIE;133795;0,1;133796
202404;ZZE; AUTRES CIE (E);;_ZZ_E;214406;5919,6;273602
202404;ZZF; AUTRES CIE (F);;_ZZ_F;40587;395,7;44544
202405;AAL;AMERICAN AIRLINES;;ETATS-UNIS;72940;1798,9;90929
202405;AAR;ASIANA AIRLINES;;COREE DU SUD;15539;473,1;20270
202405;ABR;ASL AIRLINES IRELAND;;IRLANDE;0;1731,2;17312
202405;ACA;AIR CANADA;;CANADA;84218;1501,4;99232
202405;ACI;AIRCALIN;;FRANCE (OM);15310;134;16650
202405;AEA;AIR EUROPA;;ESPAGNE;35160;269,8;37858
202405;AEE;AEGEAN AIRLINES;;GRECE;74053;95,3;75006
202405;AFR;AIR FRANCE;;FRANCE;3570309;40151,3;3971822
202405;AIC;AIR INDIA;;INDE;12971;480,2;17773
202405;AMX;AEROMEXICO;;MEXIQUE;22676;605,3;28729
202405;ANE;AIR NOSTRUM;;ESPAGNE;79459;2,5;79484
202405;APP;AEROLINEAS PACIFICO ATLANTICO, S.A. (APAIR);;PANAMA;13339;0;13339
202405;ASL;AIR SERBIA;;SERBIE;21427;20,4;21631
202405;AUA;AUSTRIAN AIRLINES;;AUTRICHE;74183;31,7;74500
202405;AZU;AZUL;;BRESIL;14157;317,6;17333
202405;BAW;BRITISH AIRWAYS;;ROYAUME-UNI;228314;124,8;229562
202405;BCS;EAT/EUROPEAN AIR TRANSP;;ALLEMAGNE;0;11147,6;111476
202405;BEL;BRUSSELS AIRLINES;;BELGIQUE;69067;5,2;69119
202405;BGA;AIRBUS TRANSPORT INTL;;FRANCE;0;2902;29020
202405;BTI;AIR BALTIC;;LETTONIE;27819;57,5;28394
202405;CCA;AIR CHINA INTL;;CHINE;32323;5319,3;85516
202405;CCM;AIR CORSICA;;FRANCE;226126;122,1;227347
202405;CES;CHINA EASTERN AIRLINES;;CHINE;27778;2104,1;48819
202405;CMA;CMA CGM AIR CARGO;;FRANCE;0;5673,4;56734
202405;CPA;CATHAY PACIFIC;;HONG KONG (CHINE);12156;1743,4;29590
202405;CRL;CORSAIR;;FRANCE;97840;2418,7;122027
202405;CSA;CSA CZECH AIRLINES;;TCHEQUIE;15653;25,7;15910
202405;CSN;CHINA SOUTHERN AIRLINES;;CHINE;11833;605,9;17892
202405;CTN;CROATIA AIRLINES;;CROATIE;17617;21;17827
202405;DAH;AIR ALGERIE;;ALGERIE;268586;651,2;275098
202405;DAL;DELTA AIR LINES;;ETATS-UNIS;209637;2631,8;235955
202405;DLH;LUFTHANSA;;ALLEMAGNE;330197;705,3;337250
202405;EFW;BA EUROFLYER;;ROYAUME-UNI;16475;0;16475
202405;EIN;AER LINGUS;;IRLANDE;85686;56,2;86248
202405;EJU;EASYJET EUROPE;;AUTRICHE;1597917;0,2;1597919
202405;ELY;EL AL;;ISRAEL;58796;762,6;66422
202405;ENT;ENTER AIR;;POLOGNE;38309;0;38309
202405;ETD;ETIHAD AIRWAYS;;EMIRATS ARABES UNIS;20887;863,9;29526
202405;ETH;ETHIOPIAN AIRLINES;;ETHIOPIE;20966;680,5;27771
202405;EVA;EVA AIR;;TAIWAN;18547;939,4;27941
202405;EWG;EUROWINGS;;ALLEMAGNE;57617;0;57617
202405;EXS;JET2.COM;;ROYAUME-UNI;14687;0;14687
202405;EZS;EASYJET SWITZERLAND;;SUISSE;463175;0;463175
202405;EZY;EASYJET UK;;ROYAUME-UNI;354355;0;354355
202405;FBU;FRENCH BEE;;FRANCE;84088;773,5;91823
202405;FDX;FEDEX EXPRESS;;ETATS-UNIS;1;48036,6;480367
202405;FIN;FINNAIR;;FINLANDE;33558;74,4;34302
202405;FPO;ASL AIRLINES FRANCE;;FRANCE;31264;986,7;41131
202405;FPY;FLY PLAY;;ISLANDE;11383;19,7;11580
202405;FWI;AIR CARAIBES;;FRANCE (OM);121350;1189,4;133244
202405;GPX;GP AVIATION LTD.;;BULGARIE;17674;0;17674
202405;GSW;CHAIR AIRLINES;;SUISSE;17454;0;17454
202405;HVN;VIETNAM AIRLINES;;VIETNAM;15425;505,6;20481
202405;IBE;IBERIA;;ESPAGNE;132965;169,5;134660
202405;ICE;ICELANDAIR;;ISLANDE;20791;23,8;21029
202405;ITY;ITALIA TRASPORTO AEREO;;ITALIE;95552;23,6;95788
202405;JAF;TUIFLY BELGIUM;;BELGIQUE;26009;0;26009
202405;JAL;JAPAN AIRLINES;;JAPON;12265;858,2;20847
202405;JBU;JETBLUE AIRWAYS CORPORAT;;ETATS-UNIS;15359;0;15359
202405;KAC;KUWAIT AIRWAYS;;KOWEIT;10395;561,2;16007
202405;KAL;KOREAN AIR;;COREE DU SUD;20778;1173,2;32510
202405;KLC;KLM/CITYHOPPER;;PAYS-BAS;49851;0;49851
202405;KLM;KLM;;PAYS-BAS;127322;27,3;127595
202405;KMM;KM MALTA AIRLINES;;MALTE;32153;16,2;32315
202405;KQA;KENYA AIRWAYS;;KENYA;15618;533;20948
202405;LBT;NOUVELAIR;;TUNISIE;106865;32,8;107193
202405;LGL;LUXAIR;;LUXEMBOURG;26050;0;26050
202405;LOT;LOT POLISH AIRLINES;;POLOGNE;29394;29,1;29685
202405;MAC;AIR ARABIA MAROC;;MAROC;59458;8;59538
202405;MAU;AIR MAURITIUS;;MAURICE;57174;1197;69144
202405;MEA;MIDDLE EAST AIRLINES;;LIBAN;15449;334,8;18797
202405;MSR;EGYPT AIR;;EGYPTE;17750;584;23590
202405;NBT;NORSE ATLANTIC AIRWAYS;;NORVEGE;24921;155,2;26473
202405;NOZ;NORWEGIAN AIR SHUTTLE AOC AS;;NORVEGE;35294;3,1;35325
202405;NSZ;NORWEGIAN AIR SWEDEN AOC;;SUEDE;61059;0;61059
202405;OMA;OMAN AIR;;OMAN;6636;518,2;11818
202405;PGT;PEGASUS;;TURQUIE;87105;29;87395
202405;QTR;QATAR AIRWAYS;;QATAR;83899;6218,6;146085
202405;RAM;ROYAL AIR MAROC;;MAROC;143285;211,6;145401
202405;REU;AIR AUSTRAL;;FRANCE (OM);99726;1353,7;113263
202405;RJA;ROYAL JORDANIAN;;JORDANIE;13078;72;13798
202405;ROT;TAROM;;ROUMANIE;16941;20,4;17145
202405;RUK;RYANAIR UK;;ROYAUME-UNI;15354;1,8;15372
202405;RYR;RYANAIR;;IRLANDE;1688924;23,4;1689158
202405;SAS;SAS;;SUEDE;82799;43,2;83231
202405;SEH;SKY EXPRESS;;GRECE;32304;8,9;32393
202405;SIA;SINGAPORE AIRLINES;;SINGAPOUR;26853;1258,5;39438
202405;SRR;STAR AIR DANEMARK;;DANEMARK;0;4293,4;42934
202405;SVA;SAUDIA;;ARABIE SAOUDITE;27977;1294,8;40925
202405;SWR;SWISS;;SUISSE;64997;167,7;66674
202405;SWT;SWIFTAIR ESPAGNE;;ESPAGNE;5;2161,2;21617
202405;SXS;SUNEXPRESS;;TURQUIE;41933;0,1;41934
202405;SZN;AIR SENEGAL;;SENEGAL;13176;313,7;16313
202405;TAM;TAM/BRASIL;;BRESIL;15715;464,9;20364
202405;TAP;TAP AIR PORTUGAL;;PORTUGAL;132611;64,6;133257
202405;TAR;TUNISAIR;;TUNISIE;111528;155,3;113081
202405;THA;THAI AIRWAYS INTL;;THAILANDE;17338;766,9;25007
202405;THT;AIR TAHITI NUI;;FRANCE (OM);33901;729,4;41195
202405;THY;TURKISH AIRLINES;;TURQUIE;174326;3013,9;204465
202405;TKJ;AJET;;TURQUIE;30985;13,3;31118
202405;TPC;AIR CALEDONIE;;FRANCE (OM);18453;66,4;19117
202405;TRA;TRANSAVIA PAYS BAS;;PAYS-BAS;28257;0;28257
202405;TSC;AIR TRANSAT;;CANADA;71573;2,7;71600
202405;TVF;TRANSAVIA FRANCE;;FRANCE;1334598;0;1334598
202405;UAE;EMIRATES;;EMIRATS ARABES UNIS;122351;3897,6;161327
202405;UAL;UNITED AIRLINES;;ETATS-UNIS;92148;2001,7;112165
202405;UPS;UPS AIRLINES;;ETATS-UNIS;0;2619,6;26196
202405;VLG;VUELING AIRLINES;;ESPAGNE;588945;3,3;588978
202405;VOE;VOLOTEA;;ESPAGNE;767357;1,5;767372
202405;VTA;AIR TAHITI;;FRANCE (OM);84793;186,6;86659
202405;VTI;VISTARA;;INDE;18126;760,3;25729
202405;WJA;WESTJET;;CANADA;19076;120,3;20279
202405;WMT;WIZZ AIR MALTA;;MALTE;162367;0,1;162368
202405;WZZ;WIZZ AIR;;HONGRIE;142086;0;142086
202405;ZZE; AUTRES CIE (E);;_ZZ_E;226252;6408,4;290336
202405;ZZF; AUTRES CIE (F);;_ZZ_F;51946;391,5;55861
202406;AAL;AMERICAN AIRLINES;;ETATS-UNIS;101571;2030,6;121877
202406;AAR;ASIANA AIRLINES;;COREE DU SUD;14748;448,2;19230
202406;ABR;ASL AIRLINES IRELAND;;IRLANDE;0;1443,3;14433
202406;ACA;AIR CANADA;;CANADA;86576;1370,9;100285
202406;ACI;AIRCALIN;;FRANCE (OM);15384;164,6;17030
202406;AEA;AIR EUROPA;;ESPAGNE;35227;6,6;35293
202406;AEE;AEGEAN AIRLINES;;GRECE;82331;98,3;83314
202406;AFR;AIR FRANCE;;FRANCE;3817022;40700,7;4224029
202406;AIC;AIR INDIA;;INDE;13386;470,8;18094
202406;AMX;AEROMEXICO;;MEXIQUE;21740;632,6;28066
202406;ANE;AIR NOSTRUM;;ESPAGNE;76813;0;76813
202406;APP;AEROLINEAS PACIFICO ATLANTICO, S.A. (APAIR);;PANAMA;13234;0;13234
202406;ASL;AIR SERBIA;;SERBIE;18140;13,5;18275
202406;AUA;AUSTRIAN AIRLINES;;AUTRICHE;81766;45,4;82220
202406;AZU;AZUL;;BRESIL;15484;273,1;18215
202406;BAW;BRITISH AIRWAYS;;ROYAUME-UNI;219947;110;221047
202406;BCS;EAT/EUROPEAN AIR TRANSP;;ALLEMAGNE;2;11104,1;111043
202406;BEL;BRUSSELS AIRLINES;;BELGIQUE;67568;3,2;67600
202406;BGA;AIRBUS TRANSPORT INTL;;FRANCE;0;2667,3;26673
202406;BTI;AIR BALTIC;;LETTONIE;28006;58,2;28588
202406;CCA;AIR CHINA INTL;;CHINE;29650;6784,7;97497
202406;CCM;AIR CORSICA;;FRANCE;228149;115,2;229301
202406;CES;CHINA EASTERN AIRLINES;;CHINE;27947;1979,9;47746
202406;CFE;BA CITYFLYER;;ROYAUME-UNI;11839;0;11839
202406;CMA;CMA CGM AIR CARGO;;FRANCE;0;4138,2;41382
202406;CPA;CATHAY PACIFIC;;HONG KONG (CHINE);14971;2112,9;36100
202406;CRL;CORSAIR;;FRANCE;107035;2382,5;130860
202406;CSA;CSA CZECH AIRLINES;;TCHEQUIE;12243;9,2;12335
202406;CSN;CHINA SOUTHERN AIRLINES;;CHINE;12618;610;18718
202406;CTN;CROATIA AIRLINES;;CROATIE;16564;18,4;16748
202406;DAH;AIR ALGERIE;;ALGERIE;273379;711;280489
202406;DAL;DELTA AIR LINES;;ETATS-UNIS;235266;2984,9;265115
202406;DLH;LUFTHANSA;;ALLEMAGNE;312678;683,2;319510
202406;EFW;BA EUROFLYER;;ROYAUME-UNI;17635;0;17635
202406;EIN;AER LINGUS;;IRLANDE;90838;41,7;91255
202406;EJU;EASYJET EUROPE;;AUTRICHE;1468959;0;1468959
202406;ELY;EL AL;;ISRAEL;55550;690,3;62453
202406;ENT;ENTER AIR;;POLOGNE;33202;0;33202
202406;ETD;ETIHAD AIRWAYS;;EMIRATS ARABES UNIS;22294;918;31474
202406;ETH;ETHIOPIAN AIRLINES;;ETHIOPIE;20592;716,3;27755
202406;EVA;EVA AIR;;TAIWAN;18692;878,1;27473
202406;EWG;EUROWINGS;;ALLEMAGNE;64154;0;64154
202406;EXS;JET2.COM;;ROYAUME-UNI;20052;0;20052
202406;EZS;EASYJET SWITZERLAND;;SUISSE;441757;0;441757
202406;EZY;EASYJET UK;;ROYAUME-UNI;375176;0;375176
202406;FBU;FRENCH BEE;;FRANCE;97983;852,9;106512
202406;FDX;FEDEX EXPRESS;;ETATS-UNIS;0;46606,6;466066
202406;FIN;FINNAIR;;FINLANDE;35333;83,9;36172
202406;FPO;ASL AIRLINES FRANCE;;FRANCE;34646;1037,5;45021
202406;FPY;FLY PLAY;;ISLANDE;10676;19,3;10869
202406;FWI;AIR CARAIBES;;FRANCE (OM);99750;1156,1;111311
202406;GPX;GP AVIATION LTD.;;BULGARIE;16481;0;16481
202406;GSW;CHAIR AIRLINES;;SUISSE;14249;0;14249
202406;HLF;CHINA CENTRAL AIRLINES;;CHINE;0;1278,5;12785
202406;HVN;VIETNAM AIRLINES;;VIETNAM;16998;499,8;21996
202406;IBE;IBERIA;;ESPAGNE;127575;144,2;129017
202406;ICE;ICELANDAIR;;ISLANDE;29229;116,6;30395
202406;ITY;ITALIA TRASPORTO AEREO;;ITALIE;95665;33,6;96001
202406;JAF;TUIFLY BELGIUM;;BELGIQUE;26092;0;26092
202406;JAL;JAPAN AIRLINES;;JAPON;12751;843,9;21190
202406;JBU;JETBLUE AIRWAYS CORPORAT;;ETATS-UNIS;17255;0;17255
202406;KAC;KUWAIT AIRWAYS;;KOWEIT;8304;384,1;12145
202406;KAL;KOREAN AIR;;COREE DU SUD;19341;1288,3;32224
202406;KLC;KLM/CITYHOPPER;;PAYS-BAS;52988;0;52988
202406;KLM;KLM;;PAYS-BAS;119777;25;120027
202406;KMM;KM MALTA AIRLINES;;MALTE;29734;18,4;29918
202406;KQA;KENYA AIRWAYS;;KENYA;15420;482,5;20245
202406;LBT;NOUVELAIR;;TUNISIE;106886;34,4;107230
202406;LGL;LUXAIR;;LUXEMBOURG;27564;0;27564
202406;LOT;LOT POLISH AIRLINES;;POLOGNE;29025;28,7;29312
202406;MAC;AIR ARABIA MAROC;;MAROC;52329;5,9;52388
202406;MAU;AIR MAURITIUS;;MAURICE;34956;1152,3;46479
202406;MEA;MIDDLE EAST AIRLINES;;LIBAN;19605;213,7;21742
202406;MSR;EGYPT AIR;;EGYPTE;18796;524,3;24039
202406;NBT;NORSE ATLANTIC AIRWAYS;;NORVEGE;31931;338,5;35316
202406;NOZ;NORWEGIAN AIR SHUTTLE AOC AS;;NORVEGE;46674;4,6;46720
202406;NSZ;NORWEGIAN AIR SWEDEN AOC;;SUEDE;71721;0;71721
202406;OMA;OMAN AIR;;OMAN;5193;500,8;10201
202406;PGT;PEGASUS;;TURQUIE;82001;27,7;82278
202406;QTR;QATAR AIRWAYS;;QATAR;89497;7694,5;166442
202406;RAM;ROYAL AIR MAROC;;MAROC;130625;191,9;132544
202406;REU;AIR AUSTRAL;;FRANCE (OM);83853;1218,1;96034
202406;RJA;ROYAL JORDANIAN;;JORDANIE;11179;41,2;11591
202406;ROT;TAROM;;ROUMANIE;15550;11,4;15664
202406;RUK;RYANAIR UK;;ROYAUME-UNI;17499;2,4;17523
202406;RYR;RYANAIR;;IRLANDE;1621543;21,7;1621760
202406;SAS;SAS;;SUEDE;81104;52;81624
202406;SEH;SKY EXPRESS;;GRECE;20881;8,1;20962
202406;SIA;SINGAPORE AIRLINES;;SINGAPOUR;26103;1392,5;40028
202406;SRR;STAR AIR DANEMARK;;DANEMARK;0;4294,5;42945
202406;SVA;SAUDIA;;ARABIE SAOUDITE;28819;1085,4;39673
202406;SWR;SWISS;;SUISSE;61253;172,8;62981
202406;SWT;SWIFTAIR ESPAGNE;;ESPAGNE;121;2459,6;24717
202406;SXS;SUNEXPRESS;;TURQUIE;42395;0;42395
202406;SZN;AIR SENEGAL;;SENEGAL;14102;215,8;16260
202406;TAM;TAM/BRASIL;;BRESIL;16389;519,2;21581
202406;TAP;TAP AIR PORTUGAL;;PORTUGAL;121478;58,9;122067
202406;TAR;TUNISAIR;;TUNISIE;112942;199,9;114941
202406;THA;THAI AIRWAYS INTL;;THAILANDE;17326;854,9;25875
202406;THT;AIR TAHITI NUI;;FRANCE (OM);32189;596,5;38154
202406;THY;TURKISH AIRLINES;;TURQUIE;159485;3098,3;190468
202406;TKJ;AJET;;TURQUIE;27235;10,1;27336
202406;TPC;AIR CALEDONIE;;FRANCE (OM);21446;3,8;21484
202406;TRA;TRANSAVIA PAYS BAS;;PAYS-BAS;27690;0;27690
202406;TSC;AIR TRANSAT;;CANADA;88803;21,5;89018
202406;TVF;TRANSAVIA FRANCE;;FRANCE;1368256;1,9;1368275
202406;UAE;EMIRATES;;EMIRATS ARABES UNIS;112266;3979,7;152063
202406;UAL;UNITED AIRLINES;;ETATS-UNIS;98711;2214,4;120855
202406;UPS;UPS AIRLINES;;ETATS-UNIS;0;2172,5;21725
202406;VLG;VUELING AIRLINES;;ESPAGNE;612865;3,2;612897
202406;VOE;VOLOTEA;;ESPAGNE;733947;0,7;733954
202406;VTA;AIR TAHITI;;FRANCE (OM);74478;170,3;76181
202406;VTI;VISTARA;;INDE;21488;1110;32588
202406;WJA;WESTJET;;CANADA;18063;109,5;19158
202406;WMT;WIZZ AIR MALTA;;MALTE;157686;0;157686
202406;WZZ;WIZZ AIR;;HONGRIE;135323;0;135323
202406;ZZE; AUTRES CIE (E);;_ZZ_E;197864;5986,5;257729
202406;ZZF; AUTRES CIE (F);;_ZZ_F;58298;285,9;61157
202407;AAL;AMERICAN AIRLINES;;ETATS-UNIS;94815;2441,2;119227
202407;AAR;ASIANA AIRLINES;;COREE DU SUD;14348;354,1;17889
202407;ABR;ASL AIRLINES IRELAND;;IRLANDE;0;1125,9;11259
202407;ACA;AIR CANADA;;CANADA;94256;1502,4;109280
202407;ACI;AIRCALIN;;FRANCE (OM);17228;159,7;18825
202407;AEA;AIR EUROPA;;ESPAGNE;34447;3,1;34478
202407;AEE;AEGEAN AIRLINES;;GRECE;88531;82,1;89352
202407;AFR;AIR FRANCE;;FRANCE;4040880;40903,9;4449919
202407;AIC;AIR INDIA;;INDE;11551;429,5;15846
202407;AMX;AEROMEXICO;;MEXIQUE;21275;729;28565
202407;ANA;ANA ALL NIPPON AIRWAYS;;JAPON;9171;544,5;14616
202407;ANE;AIR NOSTRUM;;ESPAGNE;79461;0;79461
202407;APP;AEROLINEAS PACIFICO ATLANTICO, S.A. (APAIR);;PANAMA;13135;0;13135
202407;ASL;AIR SERBIA;;SERBIE;19519;23,9;19758
202407;AUA;AUSTRIAN AIRLINES;;AUTRICHE;90366;47,4;90840
202407;AVA;AVIANCA COLOMBIE;;COLOMBIE;8800;187,5;10675
202407;AZU;AZUL;;BRESIL;15587;282,8;18415
202407;BAW;BRITISH AIRWAYS;;ROYAUME-UNI;232664;116,1;233825
202407;BCS;EAT/EUROPEAN AIR TRANSP;;ALLEMAGNE;3;11826,8;118271
202407;BEL;BRUSSELS AIRLINES;;BELGIQUE;73805;6,5;73870
202407;BGA;AIRBUS TRANSPORT INTL;;FRANCE;0;1780,7;17807
202407;BTI;AIR BALTIC;;LETTONIE;31506;61,2;32118
202407;CCA;AIR CHINA INTL;;CHINE;30014;6715,9;97173
202407;CCM;AIR CORSICA;;FRANCE;243791;141,8;245209
202407;CES;CHINA EASTERN AIRLINES;;CHINE;29327;2230,6;51633
202407;CFE;BA CITYFLYER;;ROYAUME-UNI;14429;0;14429
202407;CMA;CMA CGM AIR CARGO;;FRANCE;0;4486,1;44861
202407;CPA;CATHAY PACIFIC;;HONG KONG (CHINE);17318;1825,1;35569
202407;CRL;CORSAIR;;FRANCE;152581;2517,8;177759
202407;CSA;CSA CZECH AIRLINES;;TCHEQUIE;11781;2,9;11810
202407;CSN;CHINA SOUTHERN AIRLINES;;CHINE;13992;600;19992
202407;CTN;CROATIA AIRLINES;;CROATIE;16546;19,2;16738
202407;DAH;AIR ALGERIE;;ALGERIE;302677;694,9;309626
202407;DAL;DELTA AIR LINES;;ETATS-UNIS;235856;2986,4;265720
202407;DLH;LUFTHANSA;;ALLEMAGNE;336275;695,6;343231
202407;DTH;TASSILI AIRLINES;;ALGERIE;18672;0,2;18674
202407;EFW;BA EUROFLYER;;ROYAUME-UNI;17671;0;17671
202407;EIN;AER LINGUS;;IRLANDE;96529;43,4;96963
202407;EJU;EASYJET EUROPE;;AUTRICHE;1444732;0;1444732
202407;ELY;EL AL;;ISRAEL;65846;919,7;75043
202407;ENT;ENTER AIR;;POLOGNE;44700;0;44700
202407;ETD;ETIHAD AIRWAYS;;EMIRATS ARABES UNIS;25413;865,4;34067
202407;ETH;ETHIOPIAN AIRLINES;;ETHIOPIE;22683;722,3;29906
202407;EVA;EVA AIR;;TAIWAN;18430;895,3;27383
202407;EWG;EUROWINGS;;ALLEMAGNE;68789;0;68789
202407;EXS;JET2.COM;;ROYAUME-UNI;20186;0;20186
202407;EZS;EASYJET SWITZERLAND;;SUISSE;473190;0;473190
202407;EZY;EASYJET UK;;ROYAUME-UNI;453911;0,1;453912
202407;FBU;FRENCH BEE;;FRANCE;111189;859,3;119782
202407;FDX;FEDEX EXPRESS;;ETATS-UNIS;0;46835,4;468354
202407;FIN;FINNAIR;;FINLANDE;37933;94,3;38876
202407;FPO;ASL AIRLINES FRANCE;;FRANCE;45374;1044,8;55822
202407;FPY;FLY PLAY;;ISLANDE;10455;4,6;10501
202407;FWI;AIR CARAIBES;;FRANCE (OM);156135;1162,6;167761
202407;GFA;GULF AIR;;BAHREIN;9419;73,6;10155
202407;GPX;GP AVIATION LTD.;;BULGARIE;19760;0;19760
202407;GSW;CHAIR AIRLINES;;SUISSE;16451;0;16451
202407;HLF;CHINA CENTRAL AIRLINES;;CHINE;8;1748,2;17490
202407;HVN;VIETNAM AIRLINES;;VIETNAM;22584;963,3;32217
202407;HYS;HISKY EUROPE;;MOLDAVIE;10322;0;10322
202407;IBE;IBERIA;;ESPAGNE;127979;110,7;129086
202407;ICE;ICELANDAIR;;ISLANDE;34543;37,1;34914
202407;ITY;ITALIA TRASPORTO AEREO;;ITALIE;96289;25,3;96542
202407;JAF;TUIFLY BELGIUM;;BELGIQUE;25759;0;25759
202407;JAL;JAPAN AIRLINES;;JAPON;11908;802,9;19937
